大限/流年,天干,地支,大限宮位,本命宮位,主星1,主星1本命四化,主星1大限四化,主星1流年四化,主星2,主星2本命四化,主星2大限四化,主星2流年四化,本命祿存,大限祿存,流年祿存,本命擎羊,大限擎羊,流年擎羊,本命陀羅,大限陀羅,流年陀羅,火星,鈴星,地空,地劫,本命紅鸞,流年紅鸞,本命天喜,流年天喜,文昌,文昌本命四化,文昌大限四化,文昌流年四化,文曲,文曲本命四化,文曲大限四化,文曲流年四化,左輔,左輔本命四化,左輔大限四化,左輔流年四化,右弼,右弼本命四化,右弼大限四化,右弼流年四化,boshi
2000,戊,子,大福,田宅,天機,祿,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2000,己,丑,大田,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2000,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2000,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2000,庚,辰,大遷,疾厄,太陰,忌, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2000,辛,巳,大疾,財帛,廉貞, ,忌, ,貪狼, , , , ,1, , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,青龍
2000,壬,午,大財,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2000,癸,未,大子,夫妻,天相, , ,忌, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2000,甲,申,大夫,兄弟,天同, ,祿,科,天梁,權, , , , ,1, , , , , , , , , , , , ,1, ,1, ,科, , , , , , , , , , , , , ,奏書
2000,乙,酉,大兄,命宮,武曲, , ,權,七殺, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2000,丙,戌,大命,父母,太陽, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2000,丁,亥,大父,福德, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,病符
2001,戊,子,大福,田宅,天機,祿,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2001,己,丑,大田,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2001,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2001,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2001,庚,辰,大遷,疾厄,太陰,忌, , , , , , , , , ,1, , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,力士
2001,辛,巳,大疾,財帛,廉貞, ,忌, ,貪狼, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2001,壬,午,大財,子女,巨門, , ,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科, , , , , , , , ,小耗
2001,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2001,甲,申,大夫,兄弟,天同, ,祿, ,天梁,權, , , , , , , , , , ,1, , , , , , ,1, ,1, ,科,忌, , , , , , , , , , , , ,奏書
2001,乙,酉,大兄,命宮,武曲, , , ,七殺, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2001,丙,戌,大命,父母,太陽, , ,權, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2001,丁,亥,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2002,戊,子,大福,田宅,天機,祿,權, , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2002,己,丑,大田,官祿,紫微,科, ,權,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , ,科, , , , ,伏兵
2002,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2002,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,博士
2002,庚,辰,大遷,疾厄,太陰,忌, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2002,辛,巳,大疾,財帛,廉貞, ,忌, ,貪狼, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2002,壬,午,大財,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2002,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2002,甲,申,大夫,兄弟,天同, ,祿, ,天梁,權, ,祿, , , , , , , , , , , , , , , ,1, ,1, ,科, , , , , , , , , , , , , ,奏書
2002,乙,酉,大兄,命宮,武曲, , ,忌,七殺, , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,蜚廉
2002,丙,戌,大命,父母,太陽, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2002,丁,亥,大父,福德, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2003,戊,子,大福,田宅,天機,祿,權, , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2003,己,丑,大田,官祿,紫微,科, , ,破軍, , ,祿, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2003,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,官符
2003,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2003,庚,辰,大遷,疾厄,太陰,忌, ,科, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2003,辛,巳,大疾,財帛,廉貞, ,忌, ,貪狼, , ,忌, ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2003,壬,午,大財,子女,巨門, , ,權, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2003,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2003,甲,申,大夫,兄弟,天同, ,祿, ,天梁,權, , , , , , , , , , , , , , , , ,1,1, ,1, ,科, , , , , , , , , , , , , ,奏書
2003,乙,酉,大兄,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2003,丙,戌,大命,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2003,丁,亥,大父,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,病符
2004,戊,子,大福,田宅,天機,祿,權, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2004,己,丑,大田,官祿,紫微,科, , ,破軍, , ,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2004,戊,寅,大官,僕役, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2004,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2004,庚,辰,大遷,疾厄,太陰,忌, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2004,辛,巳,大疾,財帛,廉貞, ,忌,祿,貪狼, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2004,壬,午,大財,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2004,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,將軍
2004,甲,申,大夫,兄弟,天同, ,祿, ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, ,科, , , , , , , , , , , , , ,奏書
2004,乙,酉,大兄,命宮,武曲, , ,科,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2004,丙,戌,大命,父母,太陽, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2004,丁,亥,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2005,戊,子,大福,田宅,天機,祿,權,祿, , , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,大耗
2005,己,丑,大田,官祿,紫微,科, ,科,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2005,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2005,己,卯,大僕,遷移,天府, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2005,庚,辰,大遷,疾厄,太陰,忌, ,忌, , , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2005,辛,巳,大疾,財帛,廉貞, ,忌, ,貪狼, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2005,壬,午,大財,子女,巨門, , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,小耗
2005,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2005,甲,申,大夫,兄弟,天同, ,祿, ,天梁,權, ,權, , , , , , , , , , , , , , , ,1, ,1, ,科, , , , , , , , , , , , , ,奏書
2005,乙,酉,大兄,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2005,丙,戌,大命,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2005,丁,亥,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2006,戊,子,大福,田宅,天機,祿,權,權, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2006,己,丑,大田,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2006,戊,寅,大官,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2006,己,卯,大僕,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2006,庚,辰,大遷,疾厄,太陰,忌, , , , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2006,辛,巳,大疾,財帛,廉貞, ,忌,忌,貪狼, , , , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2006,壬,午,大財,子女,巨門, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2006,癸,未,大子,夫妻,天相, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2006,甲,申,大夫,兄弟,天同, ,祿,祿,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, ,科,科, , , , , , , , , , , , ,奏書
2006,乙,酉,大兄,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2006,丙,戌,大命,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2006,丁,亥,大父,福德, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,病符
3限,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
3限,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
3限,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
3限,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
3限,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
3限,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
3限,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
3限,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
3限,甲,申,大子,兄弟,天同, ,權, ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
3限,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
3限,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
3限,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2007,戊,子,大父,田宅,天機,祿,科,科, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2007,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2007,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2007,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2007,庚,辰,大僕,疾厄,太陰,忌,祿,祿, , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,力士
2007,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2007,壬,午,大疾,子女,巨門, ,忌,忌, , , , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2007,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2007,甲,申,大子,兄弟,天同, ,權,權,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2007,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2007,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,喜神
2007,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2008,戊,子,大父,田宅,天機,祿,科,忌, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2008,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , ,科,伏兵
2008,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2008,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,博士
2008,庚,辰,大僕,疾厄,太陰,忌,祿,權, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,力士
2008,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , ,祿, , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2008,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2008,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2008,甲,申,大子,兄弟,天同, ,權, ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2008,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , ,蜚廉
2008,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2008,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2009,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2009,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2009,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,官符
2009,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2009,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2009,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , ,權, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2009,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,1, , ,忌, , , , , , , , ,小耗
2009,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2009,甲,申,大子,兄弟,天同, ,權, ,天梁,權, ,科, , , , , , , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , ,奏書
2009,乙,酉,大夫,命宮,武曲, , ,祿,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2009,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2009,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2010,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2010,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,伏兵
2010,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2010,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2010,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2010,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2010,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2010,癸,未,大財,夫妻,天相, , ,忌, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2010,甲,申,大子,兄弟,天同, ,權,科,天梁,權, , , , ,1, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2010,乙,酉,大夫,命宮,武曲, , ,權,七殺, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2010,丙,戌,大兄,父母,太陽, , ,祿, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2010,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2011,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,大耗
2011,己,丑,大福,官祿,紫微,科, , ,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2011,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2011,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2011,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2011,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2011,壬,午,大疾,子女,巨門, ,忌,祿, , , , , ,1, , , , , , , , , , , , , , ,1, , , , ,1, , ,科, , , , , , , , ,小耗
2011,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2011,甲,申,大子,兄弟,天同, ,權, ,天梁,權, , , , , , , , , , ,1, , , , , , ,1, ,1, , ,忌, , , , , , , , , , , , ,奏書
2011,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2011,丙,戌,大兄,父母,太陽, , ,權, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2011,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2012,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2012,己,丑,大福,官祿,紫微,科, ,權,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , ,科, , , , ,伏兵
2012,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2012,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2012,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2012,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , , , , , , , , , ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , ,青龍
2012,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2012,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2012,甲,申,大子,兄弟,天同, ,權, ,天梁,權, ,祿, , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2012,乙,酉,大夫,命宮,武曲, , ,忌,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2012,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2012,丁,亥,大命,福德, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2013,戊,子,大父,田宅,天機,祿,科, , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2013,己,丑,大福,官祿,紫微,科, , ,破軍, , ,祿, , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2013,戊,寅,大田,僕役, , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2013,己,卯,大官,遷移,天府, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2013,庚,辰,大僕,疾厄,太陰,忌,祿,科, , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,力士
2013,辛,巳,大遷,財帛,廉貞, , , ,貪狼, , ,忌, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2013,壬,午,大疾,子女,巨門, ,忌,權, , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2013,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2013,甲,申,大子,兄弟,天同, ,權, ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2013,乙,酉,大夫,命宮,武曲, , , ,七殺, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,蜚廉
2013,丙,戌,大兄,父母,太陽, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,喜神
2013,丁,亥,大命,福德, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,病符
2014,戊,子,大父,田宅,天機,祿,科, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2014,己,丑,大福,官祿,紫微,科, , ,破軍, , ,權, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
2014,戊,寅,大田,僕役, , , , , , , , , , ,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,官符
2014,己,卯,大官,遷移,天府, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,博士
2014,庚,辰,大僕,疾厄,太陰,忌,祿, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,力士
2014,辛,巳,大遷,財帛,廉貞, , ,祿,貪狼, , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,青龍
2014,壬,午,大疾,子女,巨門, ,忌, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,小耗
2014,癸,未,大財,夫妻,天相, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,將軍
2014,甲,申,大子,兄弟,天同, ,權, ,天梁,權, , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , ,奏書
2014,乙,酉,大夫,命宮,武曲, , ,科,七殺, , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,蜚廉
2014,丙,戌,大兄,父母,太陽, , ,忌, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,喜神
2014,丁,亥,大命,福德, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,病符
2015,戊,子,大父,田宅,天機,祿,科,祿, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,大耗
2015,己,丑,大福,官祿,紫微,科, ,科,破軍, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,伏兵
